artigoEmPeriodico	 	2018	1932-7447	http://dx.doi.org/10.1021/acs.jpcc.7b11822	Synthesis and Visible-Light-Driven Photocatalytic Activity of Ta 4+</sup> Self-Doped Gray Ta 2</sub> O 5</sub> Nanoparticles	Journal of Physical Chemistry C	GOMES, LUIZ E. ; DA SILVA, MARCIO F. ; GONÇALVES, RENATO V. ; Machado, Giovanna ; ALCANTARA, GLAUCIA B. ; CAIRES, ANDERSON R. L. ; WENDER, HEBERTON	A1	JOURNAL OF PHYSICAL CHEMISTRY. C
artigoEmPeriodico	 	2018	0003-9969	http://dx.doi.org/10.1016/j.archoralbio.2018.07.004	Effect of chitosan nanoparticles on the inhibition of Candida spp. biofilm on denture base surface	ARCHIVES OF ORAL BIOLOGY	GONDIM, BRENNA LOUISE CAVALCANTI ; CASTELLANO, LÚCIO ROBERTO CANÇADO ; DE CASTRO, RICARDO DIAS ; Machado, Giovanna ; CARLO, HUGO LEMES ; VALENÇA, ANA MARIA GONDIM ; DE CARVALHO, FABÍOLA GALBIATTI	A2	
artigoEmPeriodico	 	2018	2005-4149	http://dx.doi.org/10.1007/s12540-018-0111-x	Microstructural Evolution of HSLA ISO 3183 X80M (API 5L X80) Friction Stir Welded Joints	Metals and Materials International	HERMENEGILDO, TAHIANA F. C. ; SANTOS, TIAGO F. A. ; TORRES, EDWAR A. ; AFONSO, CONRADO R. M. ; RAMIREZ, ANTONIO J.	A2	METALS AND MATERIALS INTERNATIONAL
artigoEmPeriodico	 	2018	0925-8388	http://dx.doi.org/10.1016/j.jallcom.2018.07.339	White light emission from single-phase Y 2 MoO 6 : xPr 3+ (x= 1, 2, 3 and 4-mol%) phosphor	JOURNAL OF ALLOYS AND COMPOUNDS	LOVISA, L.X. ; SANTIAGO, A.A.G. ; FARIAS, M.B. ; BARROS, B.S. ; Longo, E. ; LI, M.S. ; PASKOCIMAS, C.A. ; BOMIO, M.R.D. ; MOTTA, F.V.	A2	
artigoEmPeriodico	 	2018	0026-265X	http://dx.doi.org/10.1016/j.microc.2018.09.013	Ammunition encoding by means of co-doped luminescent markers	MICROCHEMICAL JOURNAL	LUCENA, M.A.M. ; AROUCA, A.M. ; TALHAVINI, M. ; ALVES-JÚNIOR, S. ; WEBER, I.T.	A2	MICROCHEMICAL JOURNAL (PRINT)
artigoEmPeriodico	 	2018	2412-5954		Comparative Study of API 5L X60 and ASTM 572 Gr50 Steel Exposed to Crude Oil and Seawater	Mechanics, Materials Science & Engineering	MARQUEZ, M. V. C. ; CIRINO, J. A. ; VIEIRA, M. R. S. ; URTIGA FILHO, S. L.	C	MECHANICS, MATERIALS SCIENCE & ENGINEERING JOURNAL
artigoEmPeriodico	 	2018	0023-6438	http://dx.doi.org/10.1016/j.lwt.2018.04.015	Chemical composition and antibacterial activity of Eugenia brejoensis essential oil nanoemulsions against Pseudomonas fluorescens	LWT-FOOD SCIENCE AND TECHNOLOGY	MENDES, J.F. ; MARTINS, H.H.A. ; OTONI, C.G. ; SANTANA, N.A. ; SILVA, R.C.S. ; DA SILVA, A.G. ; SILVA, M.V. ; CORREIA, M.T.S. ; MACHADO, G. ; PINHEIRO, A.C.M. ; PICCOLI, R.H. ; OLIVEIRA, J.E.	C	SCIENCE AND TECHNOLOGY
artigoEmPeriodico	 	2018	0928-4931	http://dx.doi.org/10.1016/j.msec.2018.04.089	Titanium dioxide nanotubes functionalized with Cratylia mollis seed lectin, Cramoll, enhanced osteoblast-like cells adhesion and proliferation	Materials Science & Engineering C-Materials for Biological Applications	OLIVEIRA, WESLLEY F. ; SILVA, GERMANA M.M. ; CABRAL FILHO, PAULO E. ; FONTES, ADRIANA ; OLIVEIRA, MARIA D.L. ; ANDRADE, CÉSAR A.S. ; SILVA, MÁRCIA V. ; COELHO, LUANA C.B.B. ; Machado, Giovanna ; CORREIA, MARIA T.S.	B1	
artigoEmPeriodico	 	2018	0103-5053	http://dx.doi.org/10.21577/0103-5053.20180087	Metal Organic Frameworks for Selective Degradation of Amoxicillin in Biomedical Wastes	JOURNAL OF THE BRAZILIAN CHEMICAL SOCIETY	PAULA, MARCOS ; BARROS, AMANDA ; WANDERLEY, KALINE ; DE SÁ, GILBERTO ; EBERLIN, MARCOS ; SOARES, THEREZA ; Alves Jr., Severino	B1	
artigoEmPeriodico	 	2018	2235-2988	http://dx.doi.org/10.3389/fcimb.2018.00303	Encapsulation of the HSP-90 Chaperone Inhibitor 17-AAG in Stable Liposome Allow Increasing the Therapeutic Index as Assessed, in vitro, on Leishmania (L) amazonensis Amastigotes-Hosted in Mouse CBA Macrophages	Frontiers in Cellular and Infection Microbiology	PETERSEN, ANTONIO LUIS DE OLIVEIRA ALMEIDA ; CAMPOS, THIERS A. ; DANTAS, DIANA ANGÉLICA DOS SANTOS ; REBOUÇAS, JULIANA DE SOUZA ; DA SILVA, JULIANA CRUZ ; DE MENEZES, JULIANA P. B. ; FORMIGA, FÁBIO R. ; DE MELO, JANAINA V. ; Machado, Giovanna ; VERAS, PATRÍCIA S. T.	Qualis nao identificado	Frontiers in Cellular and Infection Microbiology
artigoEmPeriodico	 	2018	0016-2361	http://dx.doi.org/10.1016/j.fuel.2018.05.064	Influence of sucrose addition and acid treatment of silica-supported Co-Ru catalysts for Fischer-Tropsch synthesis	FUEL	RIBEIRO, ANDRÉ T.S. ; BEZERRA, VICTOR V.L. ; BARTOLOMEU, RODRIGO A.C. ; ABREU, CESAR A.M. ; FILHO, NELSON M.L. ; SILVA, ANTÔNIO O.S. ; MARANHÃO, LAÍSSE C.A. ; MERINO, DAVID ; SANZ, OIHANE ; MONTES, MARIO ; Machado, Giovanna ; ALMEIDA, LUCIANO C.	A1	
artigoEmPeriodico	 	2018	0167-577X	http://dx.doi.org/10.1016/j.matlet.2018.07.033	Synthesis of luminescent gel-like materials based on glutamate and neodymium(III)	MATERIALS LETTERS	RIOS, NATHALIA P.S.M. ; DE AZEVEDO, LEANDRO A. ; NEVES, ROBERTA C.S. ; Alves Júnior, Severino ; FALCÃO, EDUARDO H.L.	A2	
artigoEmPeriodico	 	2018	1615-9306	http://dx.doi.org/10.1002/jssc.201700812	Characterization and application of a lanthanide-based metal-organic framework in the development and validation of a matrix solid-phase dispersion procedure for pesticide extraction on peppers (Capsicum annuum L.) with gas chromatography-mass spectrometr	JOURNAL OF SEPARATION SCIENCE	Santos Barreto, Alysson ; DE CÁSSIA DA SILVA ANDRADE, PAULA ; MEIRA FARIAS, JÉSSICA ; MENEZES FILHO, ADALBERTO ; FERNANDES DE SÁ, GILBERTO ; Alves Júnior, Severino	A2	JOURNAL OF SEPARATION SCIENCE (PRINT)
artigoEmPeriodico	 	2018	0103-5053	http://dx.doi.org/10.21577/0103-5053.20180218	New Composites CP@AC Based on Lanthanide Succinates	JOURNAL OF THE BRAZILIAN CHEMICAL SOCIETY	SANTOS, GUILHERME ; DE OLIVEIRA, CARLOS ; DA SILVA, FAUSTHON ; Alves Jr., Severino	B1	
artigoEmPeriodico	 	2018	1477-9226	http://dx.doi.org/10.1039/c8dt04649b	Bright Thermal (Blackbody) Emission of Visible Light From LnO 2 (Ln = Pr, Tb), Photoinduced by NIR 980 nm Laser	DALTON TRANSACTIONS	SILVA FILHO, CÍCERO INÁCIO INÁCIO ; DE OLIVEIRA, ANTONIO LEONEL LEONEL ; PEREIRA, SUELEN CATHERINE FARIAS ; DE SÁ, GILBERTO FERNANDES ; DA LUZ, LEONIS L. ; Alves Júnior, Severino	Qualis nao identificado	DALTON TRANSACTIONS
artigoEmPeriodico	 	2018	1980-6973	http://dx.doi.org/10.1590/0104-9224/si2303.06	Soldagem Helicoidal de Tubos Produzida em Campo do Aço ASTM A-1018 e sua Correlação com Características Mecânicas e Microestruturais das Juntas Soldadas	REVISTA SOLDAGEM E INSPEÇÃO	SILVA, ANA CARLA SANTOS DA ; FIGUEREDO, ERIKE WILKER ARRUDA ; SILVA JÚNIOR, DEUSDEDIT CARLOS DA ; HERMENEGILDO, TAHIANA FRANCISCA DA CONCEIÇÃO ; SANTOS, TIAGO FELIPE DE ABREU	B2	
artigoEmPeriodico	 	2018	2470-1343	http://dx.doi.org/10.1021/acsomega.8b01067	Multifunctional System Polyaniline-Decorated ZIF-8 Nanoparticles as a New Chemo-Photothermal Platform for Cancer Therapy	ACS Omega	SILVA, JANINE S. F. ; SILVA, JOSÉ Y. R. ; de Sá, Gilberto F. ; ARAÚJO, SILVANY S. ; FILHO, MANOEL A. GOMES ; RONCONI, CÉLIA M. ; SANTOS, THIAGO C. ; Júnior, Severino A.	Qualis nao identificado	ACS Omega
artigoEmPeriodico	 	2018	1466-8033	http://dx.doi.org/10.1039/c8ce00743h	Syntheses and Structural Understanding of Ti-Ta Alloy Based Nanotubular Oxide Photocatalyst	CRYSTENGCOMM	SOARES, THIAGO ANDRÉ SALGUEIRO ; GALVÃO, RHAUANE ALMEIDA ; DE HOLANDA, LILIAN CAMPELO ; KINAST, ÉDER JULIO ; BESTETTI, MASSIMILIANO ; GONÇALVES, RENATO VITALINO ; TEIXEIRA NETO, ÂNGELA ALBUQUERQUE ; TEIXEIRA NETO, ERICO ; ALMEIDA, LUCIANO COSTA ; TEIXERA, SERGIO RIBEIRO ; KHAN, SHERDIL ; Machado, Giovanna	Qualis nao identificado	CRYSTENGCOMM
artigoEmPeriodico	 	2018	2050-7526	http://dx.doi.org/10.1039/c8tc00658j	Carboxyl-functionalized ionic liquids: synthesis, characterization and synergism with rare earth ions	Journal of Materials Chemistry C	SOUZA RAMOS, TALITA JORDANNA DE ; BERTON, GUILHERME HENRIQUE ; CASSOL, TÂNIA MARIA MARIA ; Júnior, Severino Alves	A1	JOURNAL OF MATERIALS CHEMISTRY C
artigoEmPeriodico	 	2018	1980-5373	http://dx.doi.org/10.1590/1980-5373-mr-2016-1011	Influence of Rotational Speed in the Friction Surfacing of Titanium Grade 1 on Ti-6Al-4V	MATERIALS RESEARCH	VALE, NATÁLIA LOPES DO ; FITSEVA, VIKTORIA ; HANKE, STEFANIE ; Urtiga Filho, Severino Leopoldino ; SANTOS, JORGE FERNANDEZ DOS	B1	
artigoEmPeriodico	 	2018	0209-4541		Comparison of Behaviour to Oxidation at High Temperature of Two Superalloys: Inconel 713C and IC-50	OXIDATION COMMUNICATIONS	VICENTE, A. A. ; MORENO, J. R. S. ; TENÓRIO, J. A. S. ; BOTELHO JR, A. B. ; SANTOS, T.F.A. ; ESPINOSA, D. C. R.	B2	
artigoEmPeriodico	 	2017	1678-4553	http://dx.doi.org/10.1590/0366-69132017633652051	Dispersão e consolidação de zircônia dopada com WOx a partir do tungstato de zircônio e trietanolamina em meio aquoso	CERÂMICA	ANTUNES, M. ; ZORZI, J. E. ; MACHADO, G. ; PEROTTONI, C. A.	B3	
artigoEmPeriodico	 	2017	0366-6913	http://dx.doi.org/10.1590/0366-69132017633672104	Avaliação da fotoluminescência do TiO 2 sintetizado pelo método Pechini	Cerâmica	ARAÚJO, D. S. ; DINIZ, V. C. S. ; DANTAS, J. ; ARAÚJO, P. M. A. G. ; VIANA, R. S. ; JUNIOR, S. A. ; TORQUATO, R. A. ; COSTA, A. C. F. M.	Qualis nao identificado	Cerâmica
artigoEmPeriodico	 	2017	1678-4553	http://dx.doi.org/10.1590/0366-69132017633652041	Modificação da superfície do ZnAl1,9Eu0,05O4 visando a obtenção do híbrido ZnAl1,9Eu0,05O4/SiO2 para aplicação como biossensor	Ceramica	ARAÚJO, P. M. A. G. ; SANTOS, P. T. A. ; A. JUNIOR, S. ; VIANA, R. S. ; COSTA, A. C. F. M.	Qualis nao identificado	Ceramica
artigoEmPeriodico	 	2017	1874-2106	http://dx.doi.org/10.2174/1874210601711010048	Pulp Revascularization: A Literature Review	The Open Dentistry Journal	ARAÚJO, POLLYANA RODRIGUES DE SOUZA ; SILVA, LUCIANO BARRETO ; NETO, ALEXANDRINO PEREIRA DOS SANTOS ; ALMEIDA DE ARRUDA, JOSÉ ALCIDES ; ÁLVARES, PÂMELLA RECCO ; SOBRAL, ANA PAULA VERAS ; Júnior, Severino Alves ; LEÃO, JAIR CARNEIRO ; BRAZ DA SILVA, RODIVAN ; SAMPAIO, GERHILDE CALLOU	B3	THE OPEN DENTISTRY JOURNAL
artigoEmPeriodico	 	2017	2046-2069	http://dx.doi.org/10.1039/c6ra27850g	Site-selective Eu( <scp>iii</scp> ) spectroscopy of highly efficient luminescent mixed-metal Pb( <scp>ii</scp> )/Eu( <scp>iii</scp> ) coordination polymers	RSC Advances: an international journal to further the chemical sciences	BARBOSA, C. D. E. S. ; DA LUZ, L.L. ; PAZ, F. A. ALMEIDA ; MALTA, O. L. ; RODRIGUES, M. O. ; JÚNIOR, S. A. ; FERREIRA, R. A. S. ; CARLOS, L. D.	A2	RSC ADVANCES: AN INTERNATIONAL JOURNAL TO FURTHER THE CHEMICAL SCIENCES
artigoEmPeriodico	 	2017	0167-577X	http://dx.doi.org/10.1016/j.matlet.2017.01.106	Thermochromic Properties of Cucurbituril-based 3d-4f Heterometallic Material	Materials Letters (General ed.)	da Silva, Fausthon Fred ; de Oliveira, Carlos Alberto Fernandes ; FALCÃO, EDUARDO HENRIQUE LAGO ; Júnior, Severino Alves	A2	MATERIALS LETTERS (GENERAL ED.)
artigoEmPeriodico	 	2017	0022-2860	http://dx.doi.org/10.1016/j.molstruc.2017.10.096	Copper-based 2D-coordination polymer as catalyst for allylation of aldehydes	JOURNAL OF MOLECULAR STRUCTURE	DA SILVA, GILSON B. ; DE MENEZES, PAULO H. ; MALVESTITI, Ivani ; FALCÃO, EDUARDO H.L. ; Alves, S. ; CHOJNACKI, JAROS'AW ; DA SILVA, FAUSTHON F.	B1	JOURNAL OF MOLECULAR STRUCTURE (PRINT)
artigoEmPeriodico	 	2017	0022-4596	http://dx.doi.org/10.1016/j.jssc.2017.05.023	METAL-ORGANIC FRAMEWORK: STRUCTURE AND MAGNETIC PROPERTIES OF [Cu 3 (BTC) 2 (L)x.(CuO) y ] n (L= H 2 O, DMF)	JOURNAL OF SOLID STATE CHEMISTRY	DA SILVA, GILVALDO G. ; Machado, F.L.A. ; JUNIOR, S. ALVES ; PADRÓN-HERNÁNDEZ, E.	Qualis nao identificado	JOURNAL OF SOLID STATE CHEMISTRY
artigoEmPeriodico	 	2017	2519-9412	http://dx.doi.org/10.21839/jaar.2017.v2i1.47	Nanoparticle-assisted Polymerase Chain Reaction (NanoPCR): Optimization of PCR detection of Leifsonia xyli subsp. xyli by the addition of nanoparticles	Journal of Applied and Advanced Research	DANTAS, PATRÍCIA VIRGÍNIA PADILHA ; MELO, CAIO FIGUEIRÓ ; HOULLOU, LAUREEN MICHELLE ; Machado, Giovanna	Qualis nao identificado	Journal of Applied and Advanced Research
artigoEmPeriodico	 	2017	1662-9752	http://dx.doi.org/10.4028/www.scientific.net/msf.899.25	Manufacturing of AA2124 Aluminum Alloy Metal Matrix Composites Reinforced by Silicon Carbide Processed by Powder Metallurgy Techniques of High Energy Ball Milling and Hot Extrusion	MATERIALS SCIENCE FORUM (ONLINE)	DE ARAÚJO FILHO, OSCAR OLIMPIO ; DE ARAÚJO, EVERTHON RODRIGUES ; DE LIRA, HERONILTON MENDES ; GONZALEZ, Cezar Henrique ; SILVA, NOELLE DEMERY GOMES ; Urtiga Filho, Severino Leopoldino	Qualis nao identificado	MATERIALS SCIENCE FORUM (ONLINE)
artigoEmPeriodico	 	2017	1662-9752	http://dx.doi.org/10.4028/www.scientific.net/msf.899.361	Secondary Hardening of an AISI M3:2 High Speed Steel Sinter 23 Hot Isostatic Pressed	MATERIALS SCIENCE FORUM (ONLINE)	DE ARAÚJO FILHO, OSCAR OLIMPIO ; GONZALEZ, Cezar Henrique ; Urtiga Filho, Severino Leopoldino ; OLIVEIRA, C.A.N. ; SILVA, NOELLE DEMERY GOMES ; AMBROZIO FILHO, F.	Qualis nao identificado	MATERIALS SCIENCE FORUM (ONLINE)
artigoEmPeriodico	 	2017	1474-905X	http://dx.doi.org/10.1039/c6pp00408c	The new supramolecular nano-aggregate curcumin-cucurbit[7]uril: synthesis, photophysical properties and biocompatibility evaluation	PHOTOCHEMICAL & PHOTOBIOLOGICAL SCIENCES	DE AZEVEDO, LEANDRO ARAÚJO ; DA LUZ, LEONIS LOURENÇO ; DE SOUZA FERRO, JAMYLLE NUNES ; BARRETO, EMILIANO ; OLIVEIRA SILVA, RICARDO ; Alves, Severino ; ALVES, IANE BEZERRA VASCONCELOS	B1	PHOTOCHEMICAL & PHOTOBIOLOGICAL SCIENCES (PRINT)
artigoEmPeriodico	 	2017	0272-8842	http://dx.doi.org/10.1016/j.ceramint.2017.03.160	Tunable photoluminescence of nanostructured LaPO 4 :Eu 3+ /Tb 3+ synthesized via a microwave-assisted ethylene glycol route	CERAMICS INTERNATIONAL	DE OLIVEIRA, R.S. ; DE BRITO, B.S. ; KULESZA, J. ; ALVES-JR, S. ; Barros, B.S.	A1	
artigoEmPeriodico	 	2017	0254-0584	http://dx.doi.org/10.1016/j.matchemphys.2017.01.024	Influence of synthesis time on the microstructure and photophysical properties of Gd-MOFs doped with Eu3+	MATERIALS CHEMISTRY AND PHYSICS	DO NASCIMENTO, JARLEY FAGNER SILVA ; BARROS, BRÁULIO SILVA ; KULESZA, JOANNA ; DE OLIVEIRA, JOÃO BOSCO LUCENA ; PEREIRA LEITE, ANA KARINA ; DE OLIVEIRA, ROSIVÂNIA SILVA	A2	
artigoEmPeriodico	 	2017	0957-4484	http://dx.doi.org/10.1088/1361-6528/aa5ab0	Economically attractive route for the preparation of high quality magnetic nanoparticles by the thermal decomposition of iron(III) acetylacetonate	NANOTECHNOLOGY	EFFENBERGER, FERNANDO B ; COUTO, RICARDO A ; KIYOHARA, PEDRO K ; Machado, Giovanna ; MASUNAGA, SUELI H ; JARDIM, RENATO F ; ROSSI, LIANE M	Qualis nao identificado	NANOTECHNOLOGY
artigoEmPeriodico	 	2017	0360-3199	http://dx.doi.org/10.1016/j.ijhydene.2017.05.080	Characterization and application of self-assembled thin films of polyelectrolytes/TiO 2 /CdSe for hydrogen production	INTERNATIONAL JOURNAL OF HYDROGEN ENERGY	FARIA, A.C.R. ; VEBBER, M.C. ; DAL'ACQUA, N. ; GIOVANELA, M. ; Aguzzoli, C. ; PEREIRA, M.B. ; MACHADO, G. ; CRESPO, J.S.	A2	
artigoEmPeriodico	 	2017	1754-2138	http://dx.doi.org/10.1080/09507116.2016.1218615	Influence of welding position and parameters in orbital tig welding applied to low-carbon steel pipes	Welding International	FEGUEIROA, D. W. ; PIGOZZO, I. O. ; SILVA, R. H. G. E. ; Santos, T. F. A. ; URTIGA FILHO, S. L.	B3	WELDING INTERNATIONAL
artigoEmPeriodico	 	2017	0104-4478	http://dx.doi.org/10.1590/1678-987317256205	Crescimento econômico, democracia e instituições: quais as evidências dessas relações causais na América Latina?	Revista de Sociologia e Política	FITIPALDI, I. ; GAMA NETO, R. B. ; COSTA, S. F. ; ARAUJO, C. M.	Qualis nao identificado	Revista de Sociologia e Política
artigoEmPeriodico	 	2017	0104-7094		Guerra cibernética/Guerra eletrônica ? conceitos, desafios e espaços de interação	POLITICA HOJE (UFPE. IMPRESSO)	GAMA NETO, R. B	Qualis nao identificado	POLITICA HOJE (UFPE. IMPRESSO)
artigoEmPeriodico	 	2017	1932-7447	http://dx.doi.org/10.1021/acs.jpcc.6b10540	Photochemical Hydrogen Production of Ta 2</sub> O 5</sub> Nanotubes Decorated with NiO Nanoparticles by Modified Sputtering Deposition	Journal of Physical Chemistry C	GONCALVES, R. V. ; Wender, H ; Migowski, Pedro ; A.F. Feil ; EBERHARDT, DARIO ; BOITA, J. ; KHAN, S. ; G. Machado ; DUPONT, Jairton ; TEIXEIRA, Sérgio Ribeiro	A1	JOURNAL OF PHYSICAL CHEMISTRY. C
artigoEmPeriodico	 	2017	1984-7300		Análise térmica de soldagem obtida numericamente na liga de alumínio AA 5056 pelo processo GMAW	REVISTA DE CIÊNCIA, TECNOLOGIA E HUMANIDADES (CIENTEC)	GUIMARAES, P. B. ; OLIVEIRA, C. A. N. ; OLIVEIRA NETO, J. J. C ; ANTONINO, T. S. ; L JUNIOR, J. D. ; FERREIRA, R. A. S. ou SANGUINETTI FERREIRA, R. A.	B5	
artigoEmPeriodico	 	2017	0104-9224	http://dx.doi.org/10.1590/0104-9224/si2202.03	Desenvolvimento dos Parâmetros do Processo de Soldagem por Atrito com Pino Não Consumível para o Aço de Alta Resistência e Baixa Liga ISO 3183 X80M	Soldagem & Inspecao	HERMENEGILDO, TAHIANA F. C. ; SILVA, ANA CARLA S. ; TORRES, EDWAR A. ; SANTOS, TIAGO F. A. ; RAMIREZ, ANTONIO J.	B2	
artigoEmPeriodico	 	2017	1980-5373	http://dx.doi.org/10.1590/1980-5373-mr-2016-1015	Modulator Effect of Acetic Acid on the Morphology of Luminescent Mixed Lanthanide- Organic Frameworks	MATERIALS RESEARCH	LEITE, ANA KARINA PEREIRA ; BARROS, BRÁULIO SILVA ; KULESZA, JOANNA ; NASCIMENTO, JARLEY FAGNER SILVA DO ; MELO, DULCE MARIA DE ARAÚJO ; OLIVEIRA, ANGELO ANDERSON SILVA DE	B1	
artigoEmPeriodico	 	2017	1944-8244	http://dx.doi.org/10.1021/acsami.6b13474	Application of the Metal-Organic Framework [Eu(BTC)] as a Luminescent Marker for Gunshot Residues: A Synthesis, Characterization, and Toxicity Study	ACS Applied Materials & Interfaces (Print)	LUCENA, MARCELLA A. M. ; OLIVEIRA, MARINA F. L. ; AROUCA, ALINE M. ; TALHAVINI, MÁRCIO ; FERREIRA, EDUARDO A. ; Alves, Severino ; VEIGA-SOUZA, FABIANE H. ; Weber, Ingrid T.	A1	ACS APPLIED MATERIALS & INTERFACES (PRINT)
artigoEmPeriodico	 	2017	1516-1439	http://dx.doi.org/10.1590/1980-5373-mr-2016-1060	Double Kinetics of Intermetallic Phase Precipitation in UNS S32205 Duplex Stainless Steels Submitted to Isothermal Heat Treatment	Materials Research-Ibero-american Journal of Materials	MARQUES, I. J. ; VICENTE, A. A. ; TENÓRIO, J. A. S. ; SANTOS, T.F.A.	B1	Materials Research-Ibero-american Journal of Material
artigoEmPeriodico	 	2017	0022-2313	http://dx.doi.org/10.1016/j.jlumin.2017.04.001	Improving the Quantum Efficiency of the Lanthanide-Organic Framework [Eu 2 (MELL)(H 2 O) 6 ] by Heating: A Simple Strategy to Produce Efficient Luminescent Devices	JOURNAL OF LUMINESCENCE	MILANI, RAQUEL ; DA LUZ, LEONIS L. ; DE ARAÚJO, ANA CLÁUDIA V. ; Rodrigues, Nailton M. ; FALCÃO, EDUARDO H.L. ; de Azevedo, Walter M. ; da Costa, Nivan B. ; CARDOSO, MATEUS B. ; FREIRE, Ricardo O. ; Júnior, Severino A.	A2	
artigoEmPeriodico	 	2017	0928-4931	http://dx.doi.org/10.1016/j.msec.2017.08.017	Functionalization of titanium dioxide nanotubes with biomolecules for biomedical applications	Materials Science & Engineering C-Materials for Biological Applications	OLIVEIRA, WESLLEY F. ; ARRUDA, ISABEL R.S. ; SILVA, GERMANA M.M. ; Machado, Giovanna ; COELHO, LUANA C.B.B. ; CORREIA, MARIA T.S.	B1	
artigoEmPeriodico	 	2017	0195-6701	http://dx.doi.org/10.1016/j.jhin.2017.11.008	Staphylococcus aureus and Staphylococcus epidermidis infections on implants	JOURNAL OF HOSPITAL INFECTION	OLIVEIRA, WESLLEY F. ; SILVA, PRISCILA M.S. ; SILVA, RAYANE C.S. ; SILVA, GERMANA M.M. ; Machado, Giovanna ; COELHO, LUANA C.B.B. ; CORREIA, MARIA T.S.	Qualis nao identificado	JOURNAL OF HOSPITAL INFECTION
artigoEmPeriodico	 	2017	1516-1439	http://dx.doi.org/10.1590/1980-5373-mr-2016-0954	Corrosion Behavior of API 5L X80 Steel in the Produced Water of Onshore Oil Recovery Facilities	Materials Research-Ibero-american Journal of Materials	OLIVIERA, E. S. D. ; PEREIRA, R. F. C. ; MELO, I. R. ; Andrade Lima M. A. G ; Urtiga Filho, Severino Leopoldino	B1	Materials Research-Ibero-american Journal of Material
artigoEmPeriodico	 	2017	1516-1439	http://dx.doi.org/10.1590/1980-5373-mr-2017-0025	Evaluation of Co-Ni/SiC Nanocomposite Coating Obtained by Electrodeposition on the Corrosion Resistance of API 5L X80 Steel	Materials Research-Ibero-american Journal of Materials	PEREIRA, R. F. C. ; OLIVIERA, E. S. D. ; VIIEIRA, M. R. S. ; Andrade Lima M. A. G ; Urtiga Filho, Severino Leopoldino	B1	Materials Research-Ibero-american Journal of Material
artigoEmPeriodico	 	2017	1662-9752	http://dx.doi.org/10.4028/www.scientific.net/msf.899.317	Influence of Composite Nano-Coating of Ni-Co-SiC Obtained by Electrodeposition on the Corrosion Resistance of API 5L X80 Steel	MATERIALS SCIENCE FORUM (ONLINE)	PEREIRA, ROSEANA FLORENTINO DA COSTA ; DE OLIVEIRA, EDKARLLA SOUSA DANTAS ; ALVES E SILVA, DIOGO LINS ; RIBEIRO, ANDRÊSSA SOUZA ; DE ARAÚJO FILHO, OSCAR OLIMPIO ; DE ANDRADE E LIMA, MARIA ALICE GOMES ; Urtiga Filho, Severino Leopoldino	Qualis nao identificado	MATERIALS SCIENCE FORUM (ONLINE)
artigoEmPeriodico	 	2017	1741-427X	http://dx.doi.org/10.1155/2017/3647801	Anti-Inflammatory Activity of Babassu Oil and Development of a Microemulsion System for Topical Delivery	Evidence-based Complementary and Alternative Medicine	REIS, MYSRAYN Y. F. A. ; SANTOS, SIMONE M. DOS ; SILVA, DANIELLE R. ; SILVA, MÁRCIA V. ; CORREIA, MARIA TEREZA S. ; NAVARRO, DANIELA M. A. FERRAZ ; SANTOS, GEANNE K. N. ; HALLWASS, FERNANDO ; Bianchi, Otávio ; SILVA, ALEXANDRE G. ; MELO, JANAÍNA V. ; MATTOS, ALESSANDRA B. ; XIMENES, RAFAEL M. ; Machado, Giovanna ; SARAIVA, KARINA L. A.	Qualis nao identificado	Evidence-based Complementary and Alternative Medicine
artigoEmPeriodico	 	2017	0969-0239	http://dx.doi.org/10.1007/s10570-017-1218-9	Control of properties of nanocomposites bio-based collagen and cellulose nanocrystals	Cellulose	RODRIGUES, ANA P. H. ; PEREIRA, IACI M. ; DE SOUZA, SÂMARA D. ; GIL, CAMILA S. BREY ; Machado, Giovanna ; CARVALHO, SANDHRA M. ; PEREIRA, FABIANO V. ; PAIVA, PAULO R. P. ; DE OLIVEIRA, LUIZ C. A. ; DE O. PATRICIO, PATRÍCIA S.	Qualis nao identificado	Cellulose
artigoEmPeriodico	 	2017	1615-9306	http://dx.doi.org/10.1002/jssc.201700501	Evaluation of a novel metal-organic framework as an adsorbent for the extraction of multiclass pesticides from coconut palm ( Cocos nucifera</i> L.): An analytical approach using matrix solid-phase dispersion and liquid chromatography	JOURNAL OF SEPARATION SCIENCE	ROMÁRIO DE JESUS, JEMMYSON ; AMARAL WANDERLEY, KALINE ; Alves Júnior, Severino ; Navickiene, Sandro	A2	JOURNAL OF SEPARATION SCIENCE (PRINT)
artigoEmPeriodico	 	2017	0103-5053	http://dx.doi.org/10.21577/0103-5053.20170201	Factorial Design Applied for Evaluation of Effect of Interactions among Precursors on the Thermal Decomposition Temperature of Montmorillonite/Poly(Methyl Methacrylate) Nanocomposites	JOURNAL OF THE BRAZILIAN CHEMICAL SOCIETY	SANTANA, JOSEANE ; ARAUJO, RENNAN ; DE JESUS, FILIPE ; LIMA, KELLY ; Machado, Giovanna ; CRUZ, MARIA ; SARMENTO, VICTOR	B1	
